trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.015, 'e': 0.9900498337491681}",25,0,-96.23388540202981,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
2,False,"{'a': 0.015, 'e': 0.9801986733067553}",25,0,-84.77057588959823,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
3,False,"{'a': 0.015, 'e': 0.9704455335485082}",25,0,-73.19145020390631,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
4,False,"{'a': 0.015, 'e': 0.9607894391523232}",20,0,-104.39935971160008,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.015, 'e': 0.951229424500714}",20,0,-203.79172804004764,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 4}",0
6,False,"{'a': 0.015, 'e': 0.9417645335842487}",25,0,-165.60501046219088,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
7,False,"{'a': 0.015, 'e': 0.9323938199059483}",20,0,-133.51587152009782,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
8,False,"{'a': 0.015, 'e': 0.9231163463866358}",30,0,-108.0606022900813,"{0: 15, 1: 7, 2: 7, 3: 1, 4: 0}",0
9,False,"{'a': 0.015, 'e': 0.9139311852712282}",20,0,-92.31677956863122,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
10,False,"{'a': 0.015, 'e': 0.9048374180359595}",25,0,-46.15728245910481,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
11,False,"{'a': 0.015, 'e': 0.8958341352965282}",35,0,-136.85952986773418,"{0: 24, 1: 6, 2: 2, 3: 0, 4: 3}",0
12,False,"{'a': 0.015, 'e': 0.8869204367171575}",20,0,-166.6032258005998,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
13,False,"{'a': 0.015, 'e': 0.8780954309205613}",20,0,-79.604998487883,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
14,False,"{'a': 0.015, 'e': 0.8693582353988059}",30,0,-147.75316206225392,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
15,False,"{'a': 0.015, 'e': 0.8607079764250578}",25,0,-130.13846289840316,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
16,False,"{'a': 0.015, 'e': 0.8521437889662113}",20,0,-170.80120219070162,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 4}",0
17,False,"{'a': 0.015, 'e': 0.8436648165963837}",30,15,-136.7726834553959,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 3}",1
18,False,"{'a': 0.015, 'e': 0.835270211411272}",20,2,-63.09595287088342,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 0}",1
19,False,"{'a': 0.015, 'e': 0.8269591339433623}",20,0,-66.16886294885002,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
20,False,"{'a': 0.015, 'e': 0.8187307530779818}",20,0,-102.79512536367795,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
21,False,"{'a': 0.015, 'e': 0.8105842459701871}",25,13,-53.17874677633024,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
22,False,"{'a': 0.015, 'e': 0.8025187979624785}",25,0,-157.75746108399164,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
23,False,"{'a': 0.015, 'e': 0.794533602503334}",25,0,-172.47258118776656,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",1
24,False,"{'a': 0.015, 'e': 0.7866278610665535}",20,12,5.1257144159194485,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.015, 'e': 0.7788007830714049}",30,0,-244.23084668729376,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
26,False,"{'a': 0.015, 'e': 0.7710515858035663}",30,0,-70.56655454744414,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
27,False,"{'a': 0.015, 'e': 0.7633794943368531}",30,0,-180.4228230354734,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
28,False,"{'a': 0.015, 'e': 0.7557837414557255}",30,7,-122.29588934474322,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 2}",1
29,False,"{'a': 0.015, 'e': 0.7482635675785653}",20,10,-58.52279572038661,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
30,False,"{'a': 0.015, 'e': 0.7408182206817179}",20,13,5.675792282985924,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.015, 'e': 0.7334469562242892}",25,0,-70.98249411797566,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
32,False,"{'a': 0.015, 'e': 0.7261490370736909}",20,0,-94.22942417383894,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
33,False,"{'a': 0.015, 'e': 0.7189237334319262}",25,0,-124.7705148589541,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
34,False,"{'a': 0.015, 'e': 0.7117703227626097}",25,0,-65.76004549821964,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.015, 'e': 0.7046880897187134}",25,0,-118.59638448173575,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
36,False,"{'a': 0.015, 'e': 0.697676326071031}",25,6,-51.70322772577612,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
37,False,"{'a': 0.015, 'e': 0.6907343306373547}",25,0,-160.67134942777744,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
38,False,"{'a': 0.015, 'e': 0.6838614092123558}",25,11,-40.967507053204145,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
39,False,"{'a': 0.015, 'e': 0.6770568744981647}",25,3,-46.593543348602395,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 0}",1
40,False,"{'a': 0.015, 'e': 0.6703200460356393}",20,6,-70.99457399904179,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
41,False,"{'a': 0.015, 'e': 0.6636502501363194}",25,13,-64.96715918894657,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
42,False,"{'a': 0.015, 'e': 0.6570468198150567}",20,1,-24.134265992697546,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
43,False,"{'a': 0.015, 'e': 0.6505090947233165}",35,20,-68.98792515446121,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 0}",1
44,False,"{'a': 0.015, 'e': 0.6440364210831414}",20,0,-38.13758520047581,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
45,False,"{'a': 0.015, 'e': 0.6376281516217733}",20,0,-55.37417439951918,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
46,False,"{'a': 0.015, 'e': 0.631283645506926}",30,0,-111.23976418878311,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
47,False,"{'a': 0.015, 'e': 0.6250022682827008}",20,0,-63.08081842755754,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
48,False,"{'a': 0.015, 'e': 0.6187833918061408}",20,12,-10.707666664480707,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
49,False,"{'a': 0.015, 'e': 0.6126263941844161}",30,0,-50.85363066808942,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
50,False,"{'a': 0.015, 'e': 0.6065306597126334}",25,0,-56.571622759726424,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
51,False,"{'a': 0.015, 'e': 0.6004955788122659}",25,2,-151.3005375326366,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 2}",1
52,False,"{'a': 0.015, 'e': 0.5945205479701944}",30,0,-84.275342431832,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.015, 'e': 0.5886049696783552}",20,0,-22.142888937112403,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
54,False,"{'a': 0.015, 'e': 0.5827482523739896}",20,2,-13.964416632960106,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
55,False,"{'a': 0.015, 'e': 0.5769498103804866}",25,3,-183.7669849927494,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 4}",1
56,False,"{'a': 0.015, 'e': 0.5712090638488149}",25,13,-3.1329896839655635,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
57,False,"{'a': 0.015, 'e': 0.5655254386995371}",30,17,7.779291041980683,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.015, 'e': 0.559898366565402}",25,0,-103.15705442572028,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
59,False,"{'a': 0.015, 'e': 0.5543272847345071}",20,9,6.276922896860002,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.015, 'e': 0.5488116360940264}",25,0,-36.803077429509756,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
61,False,"{'a': 0.015, 'e': 0.5433508690744998}",35,0,-53.12204755441481,"{0: 25, 1: 5, 2: 4, 3: 1, 4: 0}",0
62,False,"{'a': 0.015, 'e': 0.5379444375946745}",30,5,-11.684498805233996,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
63,False,"{'a': 0.015, 'e': 0.5325918010068972}",35,0,-52.27329538153124,"{0: 27, 1: 2, 2: 5, 3: 1, 4: 0}",0
64,False,"{'a': 0.015, 'e': 0.5272924240430485}",20,10,6.859277433419709,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.015, 'e': 0.522045776761016}",20,15,3.2154636408514374,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.015, 'e': 0.5168513344916992}",20,6,-3.152847215693809,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
67,False,"{'a': 0.015, 'e': 0.5117085777865424}",25,10,20.560615851783396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.015, 'e': 0.5066169923655895}",20,0,-1.0325285016780752,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
69,False,"{'a': 0.015, 'e': 0.5015760690660555}",20,8,-76.04326518480563,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
70,False,"{'a': 0.015, 'e': 0.49658530379140947}",30,15,-49.93449485153799,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
71,False,"{'a': 0.015, 'e': 0.4916441974609651}",30,0,-20.80963308299542,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
72,False,"{'a': 0.015, 'e': 0.4867522559599717}",20,0,-55.05834334653578,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
73,False,"{'a': 0.015, 'e': 0.48190899009020244}",20,0,-8.290610821518928,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.015, 'e': 0.4771139155210344}",20,16,7.552334065686338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.015, 'e': 0.4723665527410147}",20,11,9.489724079889347,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.015, 'e': 0.46766642700990924}",20,3,-49.36732856906475,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
77,False,"{'a': 0.015, 'e': 0.46301306831122807}",35,0,-68.84512147204406,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
78,False,"{'a': 0.015, 'e': 0.4584060113052235}",20,8,-23.335259182885036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.015, 'e': 0.45384479528235583}",20,0,-18.710638912345484,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
80,False,"{'a': 0.015, 'e': 0.44932896411722156}",35,18,-0.5747625503480642,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.015, 'e': 0.4448580662229411}",20,9,-22.185360515733144,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
82,False,"{'a': 0.015, 'e': 0.44043165450599925}",20,12,4.593031298839274,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.015, 'e': 0.43604928632153556}",30,1,-112.4958302811023,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 3}",1
84,False,"{'a': 0.015, 'e': 0.43171052342907973}",20,0,-34.68521592416184,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
85,False,"{'a': 0.015, 'e': 0.4274149319487267}",25,0,2.928990703031859,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
86,False,"{'a': 0.015, 'e': 0.4231620823177488}",25,6,-31.423827307360945,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 0}",1
87,False,"{'a': 0.015, 'e': 0.418951549247639}",20,9,5.993069554106783,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.015, 'e': 0.4147829116815814}",20,0,-66.74489025925105,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
89,False,"{'a': 0.015, 'e': 0.4106557527523455}",25,0,-29.475302182339778,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
90,False,"{'a': 0.015, 'e': 0.4065696597405991}",20,7,15.300116958445102,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.015, 'e': 0.40252422403363597}",25,17,16.082696512040222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.015, 'e': 0.39851904108451414}",20,12,-4.762858569909442,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.015, 'e': 0.3945537103716011}",20,8,-2.4801008523088717,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.015, 'e': 0.3906278353585211}",20,6,12.023213368166177,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.015, 'e': 0.3867410234545012}",20,12,-76.61550103725486,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 2}",1
96,False,"{'a': 0.015, 'e': 0.38289288597511206}",20,12,-2.6889453471227807,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.015, 'e': 0.37908303810339883}",20,0,-85.80004548288164,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
98,False,"{'a': 0.015, 'e': 0.37531109885139957}",20,0,-75.65989515797439,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
99,False,"{'a': 0.015, 'e': 0.3715766910220457}",20,0,-44.69104973034435,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
100,False,"{'a': 0.015, 'e': 0.36787944117144233}",20,0,-28.451539032888924,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
101,False,"{'a': 0.015, 'e': 0.3642189795715233}",20,1,-41.224480816494605,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.015, 'e': 0.3605949401730783}",20,0,-18.56589789218228,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
103,False,"{'a': 0.015, 'e': 0.3570069605691474}",20,8,20.189635997755513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.015, 'e': 0.35345468195878016}",20,0,-22.204086207907178,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
105,False,"{'a': 0.015, 'e': 0.3499377491111553}",20,7,-70.62530006791535,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
106,False,"{'a': 0.015, 'e': 0.3464558103300574}",20,6,-54.98058497114145,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
107,False,"{'a': 0.015, 'e': 0.34300851741870664}",30,4,-38.75458500630956,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 1}",1
108,False,"{'a': 0.015, 'e': 0.3395955256449391}",25,2,-13.97929232231204,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.015, 'e': 0.33621649370673334}",20,8,14.679040953709153,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.015, 'e': 0.33287108369807955}",20,14,9.40812309215341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.015, 'e': 0.32955896107518906}",30,0,-22.686617856577097,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.015, 'e': 0.32627979462303947}",20,0,0.6659082294533971,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.015, 'e': 0.3230332564222529}",35,12,30.103202832831343,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.015, 'e': 0.31981902181630384}",25,0,-97.99959460010075,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
115,False,"{'a': 0.015, 'e': 0.31663676937905316}",30,22,10.92805183833378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.015, 'e': 0.3134861808826053}",25,13,18.122583107063654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.015, 'e': 0.31036694126548503}",20,10,8.959005235104897,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.015, 'e': 0.30727873860113125}",20,8,20.73566677776689,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.015, 'e': 0.3042212640667041}",20,0,-17.644796215623515,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
120,False,"{'a': 0.015, 'e': 0.30119421191220214}",25,18,12.07630776549464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.015, 'e': 0.2981972794298874}",20,0,-9.520256692115442,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
